cycle,state,stage,answer,candidate_name,candidate_party,pct
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,,general,Trump,Donald Trump,REP,40.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,,general,Trump,Donald Trump,REP,40.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,,general,Pence,Mike Pence,REP,41.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,,general,Pence,Mike Pence,REP,42.0
2020,,general,Harris,Kamala D. Harris,DEM,46.0
2020,,general,Pence,Mike Pence,REP,45.0
2020,,general,Harris,Kamala D. Harris,DEM,48.0
2020,,general,Pence,Mike Pence,REP,45.0
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,Arizona,general,Trump,Donald Trump,REP,41.0
2020,Arizona,general,Jorgensen,Jo Jorgensen,LIB,3.0
2020,Ohio,general,Biden,Joseph R. Biden Jr.,DEM,43.9
2020,Ohio,general,Trump,Donald Trump,REP,47.6
2020,Ohio,general,Jorgensen,Jo Jorgensen,LIB,2.6
2020,Ohio,general,Hawkins,Howie Hawkins,GRE,1.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Jorgensen,Jo Jorgensen,LIB,1.0
2020,,general,Hawkins,Howie Hawkins,GRE,1.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.14
2020,,general,Trump,Donald Trump,REP,44.87
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.04
2020,,general,Trump,Donald Trump,REP,45.73
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,Arizona,general,Trump,Donald Trump,REP,46.0
2020,Alabama,general,Biden,Joseph R. Biden Jr.,DEM,37.2
2020,Alabama,general,Trump,Donald Trump,REP,56.8
2020,Michigan,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,Michigan,general,Trump,Donald Trump,REP,39.2
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.49
2020,,general,Trump,Donald Trump,REP,42.2
2020,,general,Biden,Joseph R. Biden Jr.,DEM,53.14
2020,,general,Trump,Donald Trump,REP,42.15
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.24
2020,,general,Trump,Donald Trump,REP,42.71
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.9
2020,,general,Trump,Donald Trump,REP,47.2
2020,,general,Biden,Joseph R. Biden Jr.,DEM,47.3
2020,,general,Trump,Donald Trump,REP,44.9
2020,,general,Jorgensen,Jo Jorgensen,LIB,1.9
2020,,general,Hawkins,Howie Hawkins,GRE,1.7
2020,,general,Biden,Joseph R. Biden Jr.,DEM,44.0
2020,,general,Trump,Donald Trump,REP,37.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,,general,Trump,Donald Trump,REP,40.0
2020,Pennsylvania,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,Pennsylvania,general,Trump,Donald Trump,REP,42.0
2020,Pennsylvania,general,Jorgensen,Jo Jorgensen,LIB,3.0
2020,Pennsylvania,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,Pennsylvania,general,Trump,Donald Trump,REP,44.0
2020,Ohio,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,Ohio,general,Trump,Donald Trump,REP,47.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.24
2020,,general,Trump,Donald Trump,REP,44.66
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.96
2020,,general,Trump,Donald Trump,REP,45.8
2020,Missouri,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,Missouri,general,Trump,Donald Trump,REP,50.0
2020,Texas,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,Texas,general,Trump,Donald Trump,REP,49.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.1
2020,,general,Trump,Donald Trump,REP,38.3
2020,,general,Harris,Kamala D. Harris,DEM,48.3
2020,,general,Pence,Mike Pence,REP,41.5
2020,Florida,general,Biden,Joseph R. Biden Jr.,DEM,49.9
2020,Florida,general,Trump,Donald Trump,REP,43.9
2020,Florida,general,Harris,Kamala D. Harris,DEM,46.7
2020,Florida,general,Pence,Mike Pence,REP,46.8
2020,Florida,general,Biden,Joseph R. Biden Jr.,DEM,49.2
2020,Florida,general,Trump,Donald Trump,REP,43.4
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,45.0
2020,Arizona,general,Trump,Donald Trump,REP,46.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.6
2020,,general,Trump,Donald Trump,REP,42.35
2020,,general,Biden,Joseph R. Biden Jr.,DEM,53.24
2020,,general,Trump,Donald Trump,REP,41.98
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.89
2020,,general,Trump,Donald Trump,REP,41.69
2020,Montana,general,Biden,Joseph R. Biden Jr.,DEM,44.0
2020,Montana,general,Trump,Donald Trump,REP,51.0
2020,New Hampshire,general,Biden,Joseph R. Biden Jr.,DEM,53.1
2020,New Hampshire,general,Trump,Donald Trump,REP,45.3
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.6
2020,,general,Trump,Donald Trump,REP,45.9
2020,Michigan,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,Michigan,general,Trump,Donald Trump,REP,44.0
2020,Michigan,general,Jorgensen,Jo Jorgensen,LIB,2.0
2020,Michigan,general,Hawkins,Howie Hawkins,GRE,1.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,41.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,,general,Trump,Donald Trump,REP,40.0
2020,Missouri,general,Biden,Joseph R. Biden Jr.,DEM,46.0
2020,Missouri,general,Trump,Donald Trump,REP,51.0
2020,Florida,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,Florida,general,Trump,Donald Trump,REP,42.0
2020,Florida,general,Jorgensen,Jo Jorgensen,LIB,2.0
2020,Florida,general,Hawkins,Howie Hawkins,GRE,1.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,53.0
2020,,general,Trump,Donald Trump,REP,39.0
2020,New Mexico,general,Biden,Joseph R. Biden Jr.,DEM,53.0
2020,New Mexico,general,Trump,Donald Trump,REP,39.0
2020,New Mexico,general,Jorgensen,Jo Jorgensen,LIB,2.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,,general,Trump,Donald Trump,REP,31.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,43.0
2020,,general,Trump,Donald Trump,REP,38.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,,general,Trump,Donald Trump,REP,40.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,,general,Trump,Donald Trump,REP,41.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,Maryland,general,Biden,Joseph R. Biden Jr.,DEM,61.0
2020,Maryland,general,Trump,Donald Trump,REP,32.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.23
2020,,general,Trump,Donald Trump,REP,44.94
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.02
2020,,general,Trump,Donald Trump,REP,45.88
2020,Ohio,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,Ohio,general,Trump,Donald Trump,REP,47.5
2020,Ohio,general,Jorgensen,Jo Jorgensen,LIB,1.9
2020,Ohio,general,Hawkins,Howie Hawkins,GRE,0.7
2020,Kansas,general,Biden,Joseph R. Biden Jr.,DEM,35.7
2020,Kansas,general,Trump,Donald Trump,REP,46.2
2020,Kansas,general,Biden,Joseph R. Biden Jr.,DEM,37.6
2020,Kansas,general,Trump,Donald Trump,REP,52.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.48
2020,,general,Trump,Donald Trump,REP,42.14
2020,,general,Biden,Joseph R. Biden Jr.,DEM,53.39
2020,,general,Trump,Donald Trump,REP,41.76
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.16
2020,,general,Trump,Donald Trump,REP,41.36
2020,Georgia,general,Biden,Joseph R. Biden Jr.,DEM,46.6
2020,Georgia,general,Trump,Donald Trump,REP,44.9
2020,Georgia,general,Jorgensen,Jo Jorgensen,LIB,2.5
2020,,general,Biden,Joseph R. Biden Jr.,DEM,54.0
2020,,general,Trump,Donald Trump,REP,41.0
2020,West Virginia,general,Biden,Joseph R. Biden Jr.,DEM,38.0
2020,West Virginia,general,Trump,Donald Trump,REP,56.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.19
2020,,general,Trump,Donald Trump,REP,45.05
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.78
2020,,general,Trump,Donald Trump,REP,46.19
2020,,general,Biden,Joseph R. Biden Jr.,DEM,46.0
2020,,general,Trump,Donald Trump,REP,38.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,,general,Trump,Donald Trump,REP,42.0
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,Arizona,general,Trump,Donald Trump,REP,46.0
2020,Arizona,general,Jorgensen,Jo Jorgensen,LIB,1.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.99
2020,,general,Trump,Donald Trump,REP,41.98
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.76
2020,,general,Trump,Donald Trump,REP,41.69
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.5
2020,,general,Trump,Donald Trump,REP,41.47
2020,Wyoming,general,Biden,Joseph R. Biden Jr.,DEM,33.86
2020,Wyoming,general,Trump,Donald Trump,REP,64.92
2020,Wyoming,general,Biden,Joseph R. Biden Jr.,DEM,32.8
2020,Wyoming,general,Trump,Donald Trump,REP,65.2
2020,West Virginia,general,Biden,Joseph R. Biden Jr.,DEM,36.03
2020,West Virginia,general,Trump,Donald Trump,REP,62.28
2020,West Virginia,general,Biden,Joseph R. Biden Jr.,DEM,35.89
2020,West Virginia,general,Trump,Donald Trump,REP,62.38
2020,Wisconsin,general,Biden,Joseph R. Biden Jr.,DEM,53.45
2020,Wisconsin,general,Trump,Donald Trump,REP,44.3
2020,Wisconsin,general,Biden,Joseph R. Biden Jr.,DEM,52.94
2020,Wisconsin,general,Trump,Donald Trump,REP,44.06
2020,Washington,general,Biden,Joseph R. Biden Jr.,DEM,63.61
2020,Washington,general,Trump,Donald Trump,REP,34.68
2020,Washington,general,Biden,Joseph R. Biden Jr.,DEM,62.86
2020,Washington,general,Trump,Donald Trump,REP,34.99
2020,Vermont,general,Biden,Joseph R. Biden Jr.,DEM,64.06
2020,Vermont,general,Trump,Donald Trump,REP,34.05
2020,Vermont,general,Biden,Joseph R. Biden Jr.,DEM,62.15
2020,Vermont,general,Trump,Donald Trump,REP,35.33
2020,Virginia,general,Biden,Joseph R. Biden Jr.,DEM,56.28
2020,Virginia,general,Trump,Donald Trump,REP,41.66
2020,Virginia,general,Biden,Joseph R. Biden Jr.,DEM,56.61
2020,Virginia,general,Trump,Donald Trump,REP,40.6
2020,Utah,general,Biden,Joseph R. Biden Jr.,DEM,42.3
2020,Utah,general,Trump,Donald Trump,REP,56.09
2020,Utah,general,Biden,Joseph R. Biden Jr.,DEM,42.68
2020,Utah,general,Trump,Donald Trump,REP,55.55
2020,Texas,general,Biden,Joseph R. Biden Jr.,DEM,46.13
2020,Texas,general,Trump,Donald Trump,REP,51.78
2020,Texas,general,Biden,Joseph R. Biden Jr.,DEM,48.32
2020,Texas,general,Trump,Donald Trump,REP,48.54
2020,Tennessee,general,Biden,Joseph R. Biden Jr.,DEM,40.64
2020,Tennessee,general,Trump,Donald Trump,REP,57.68
2020,Tennessee,general,Biden,Joseph R. Biden Jr.,DEM,42.59
2020,Tennessee,general,Trump,Donald Trump,REP,55.12
2020,South Dakota,general,Biden,Joseph R. Biden Jr.,DEM,40.74
2020,South Dakota,general,Trump,Donald Trump,REP,58.23
2020,South Dakota,general,Biden,Joseph R. Biden Jr.,DEM,38.45
2020,South Dakota,general,Trump,Donald Trump,REP,60.0
2020,South Carolina,general,Biden,Joseph R. Biden Jr.,DEM,45.37
2020,South Carolina,general,Trump,Donald Trump,REP,52.53
2020,South Carolina,general,Biden,Joseph R. Biden Jr.,DEM,47.67
2020,South Carolina,general,Trump,Donald Trump,REP,49.53
2020,Rhode Island,general,Biden,Joseph R. Biden Jr.,DEM,62.21
2020,Rhode Island,general,Trump,Donald Trump,REP,37.5
2020,Rhode Island,general,Biden,Joseph R. Biden Jr.,DEM,58.84
2020,Rhode Island,general,Trump,Donald Trump,REP,40.58
2020,Pennsylvania,general,Biden,Joseph R. Biden Jr.,DEM,51.74
2020,Pennsylvania,general,Trump,Donald Trump,REP,46.42
2020,Pennsylvania,general,Biden,Joseph R. Biden Jr.,DEM,52.15
2020,Pennsylvania,general,Trump,Donald Trump,REP,45.04
2020,Oregon,general,Biden,Joseph R. Biden Jr.,DEM,60.59
2020,Oregon,general,Trump,Donald Trump,REP,37.54
2020,Oregon,general,Biden,Joseph R. Biden Jr.,DEM,59.54
2020,Oregon,general,Trump,Donald Trump,REP,37.94
2020,Oklahoma,general,Biden,Joseph R. Biden Jr.,DEM,35.17
2020,Oklahoma,general,Trump,Donald Trump,REP,63.08
2020,Oklahoma,general,Biden,Joseph R. Biden Jr.,DEM,35.88
2020,Oklahoma,general,Trump,Donald Trump,REP,61.8
2020,Ohio,general,Biden,Joseph R. Biden Jr.,DEM,46.89
2020,Ohio,general,Trump,Donald Trump,REP,51.09
2020,Ohio,general,Biden,Joseph R. Biden Jr.,DEM,47.64
2020,Ohio,general,Trump,Donald Trump,REP,49.69
2020,New York,general,Biden,Joseph R. Biden Jr.,DEM,64.03
2020,New York,general,Trump,Donald Trump,REP,33.54
2020,New York,general,Biden,Joseph R. Biden Jr.,DEM,63.66
2020,New York,general,Trump,Donald Trump,REP,32.87
2020,Nevada,general,Biden,Joseph R. Biden Jr.,DEM,51.37
2020,Nevada,general,Trump,Donald Trump,REP,46.72
2020,Nevada,general,Biden,Joseph R. Biden Jr.,DEM,52.6
2020,Nevada,general,Trump,Donald Trump,REP,44.96
2020,New Mexico,general,Biden,Joseph R. Biden Jr.,DEM,54.46
2020,New Mexico,general,Trump,Donald Trump,REP,44.12
2020,New Mexico,general,Biden,Joseph R. Biden Jr.,DEM,54.23
2020,New Mexico,general,Trump,Donald Trump,REP,43.12
2020,New Jersey,general,Biden,Joseph R. Biden Jr.,DEM,60.25
2020,New Jersey,general,Trump,Donald Trump,REP,36.85
2020,New Jersey,general,Biden,Joseph R. Biden Jr.,DEM,60.33
2020,New Jersey,general,Trump,Donald Trump,REP,35.75
2020,New Hampshire,general,Biden,Joseph R. Biden Jr.,DEM,54.95
2020,New Hampshire,general,Trump,Donald Trump,REP,43.13
2020,New Hampshire,general,Biden,Joseph R. Biden Jr.,DEM,54.25
2020,New Hampshire,general,Trump,Donald Trump,REP,43.38
2020,Nebraska,general,Biden,Joseph R. Biden Jr.,DEM,40.76
2020,Nebraska,general,Trump,Donald Trump,REP,57.13
2020,Nebraska,general,Biden,Joseph R. Biden Jr.,DEM,41.42
2020,Nebraska,general,Trump,Donald Trump,REP,56.01
2020,North Dakota,general,Biden,Joseph R. Biden Jr.,DEM,33.65
2020,North Dakota,general,Trump,Donald Trump,REP,63.33
2020,North Dakota,general,Biden,Joseph R. Biden Jr.,DEM,35.04
2020,North Dakota,general,Trump,Donald Trump,REP,62.1
2020,North Carolina,general,Biden,Joseph R. Biden Jr.,DEM,52.21
2020,North Carolina,general,Trump,Donald Trump,REP,45.64
2020,North Carolina,general,Biden,Joseph R. Biden Jr.,DEM,53.74
2020,North Carolina,general,Trump,Donald Trump,REP,43.58
2020,Montana,general,Biden,Joseph R. Biden Jr.,DEM,40.52
2020,Montana,general,Trump,Donald Trump,REP,57.32
2020,Montana,general,Biden,Joseph R. Biden Jr.,DEM,39.25
2020,Montana,general,Trump,Donald Trump,REP,58.16
2020,Mississippi,general,Biden,Joseph R. Biden Jr.,DEM,44.05
2020,Mississippi,general,Trump,Donald Trump,REP,54.86
2020,Mississippi,general,Biden,Joseph R. Biden Jr.,DEM,49.36
2020,Mississippi,general,Trump,Donald Trump,REP,49.11
2020,Missouri,general,Biden,Joseph R. Biden Jr.,DEM,44.95
2020,Missouri,general,Trump,Donald Trump,REP,52.91
2020,Missouri,general,Biden,Joseph R. Biden Jr.,DEM,45.93
2020,Missouri,general,Trump,Donald Trump,REP,50.96
2020,Minnesota,general,Biden,Joseph R. Biden Jr.,DEM,54.68
2020,Minnesota,general,Trump,Donald Trump,REP,43.48
2020,Minnesota,general,Biden,Joseph R. Biden Jr.,DEM,53.87
2020,Minnesota,general,Trump,Donald Trump,REP,43.88
2020,Michigan,general,Biden,Joseph R. Biden Jr.,DEM,52.68
2020,Michigan,general,Trump,Donald Trump,REP,44.43
2020,Michigan,general,Biden,Joseph R. Biden Jr.,DEM,53.11
2020,Michigan,general,Trump,Donald Trump,REP,43.6
2020,Maine,general,Biden,Joseph R. Biden Jr.,DEM,59.77
2020,Maine,general,Trump,Donald Trump,REP,38.31
2020,Maine,general,Biden,Joseph R. Biden Jr.,DEM,57.55
2020,Maine,general,Trump,Donald Trump,REP,40.36
2020,Maryland,general,Biden,Joseph R. Biden Jr.,DEM,67.11
2020,Maryland,general,Trump,Donald Trump,REP,31.0
2020,Maryland,general,Biden,Joseph R. Biden Jr.,DEM,67.95
2020,Maryland,general,Trump,Donald Trump,REP,29.9
2020,Massachusetts,general,Biden,Joseph R. Biden Jr.,DEM,66.01
2020,Massachusetts,general,Trump,Donald Trump,REP,31.77
2020,Massachusetts,general,Biden,Joseph R. Biden Jr.,DEM,65.0
2020,Massachusetts,general,Trump,Donald Trump,REP,32.06
2020,Louisiana,general,Biden,Joseph R. Biden Jr.,DEM,38.11
2020,Louisiana,general,Trump,Donald Trump,REP,59.92
2020,Louisiana,general,Biden,Joseph R. Biden Jr.,DEM,41.96
2020,Louisiana,general,Trump,Donald Trump,REP,55.7
2020,Kentucky,general,Biden,Joseph R. Biden Jr.,DEM,39.26
2020,Kentucky,general,Trump,Donald Trump,REP,59.43
2020,Kentucky,general,Biden,Joseph R. Biden Jr.,DEM,38.85
2020,Kentucky,general,Trump,Donald Trump,REP,59.34
2020,Kansas,general,Biden,Joseph R. Biden Jr.,DEM,47.13
2020,Kansas,general,Trump,Donald Trump,REP,51.9
2020,Kansas,general,Biden,Joseph R. Biden Jr.,DEM,48.07
2020,Kansas,general,Trump,Donald Trump,REP,50.65
2020,Indiana,general,Biden,Joseph R. Biden Jr.,DEM,44.74
2020,Indiana,general,Trump,Donald Trump,REP,52.62
2020,Indiana,general,Biden,Joseph R. Biden Jr.,DEM,45.1
2020,Indiana,general,Trump,Donald Trump,REP,51.95
2020,Illinois,general,Biden,Joseph R. Biden Jr.,DEM,61.06
2020,Illinois,general,Trump,Donald Trump,REP,36.34
2020,Illinois,general,Biden,Joseph R. Biden Jr.,DEM,61.08
2020,Illinois,general,Trump,Donald Trump,REP,35.51
2020,Idaho,general,Biden,Joseph R. Biden Jr.,DEM,35.01
2020,Idaho,general,Trump,Donald Trump,REP,63.81
2020,Idaho,general,Biden,Joseph R. Biden Jr.,DEM,34.66
2020,Idaho,general,Trump,Donald Trump,REP,63.93
2020,Iowa,general,Biden,Joseph R. Biden Jr.,DEM,46.35
2020,Iowa,general,Trump,Donald Trump,REP,51.91
2020,Iowa,general,Biden,Joseph R. Biden Jr.,DEM,46.0
2020,Iowa,general,Trump,Donald Trump,REP,51.82
2020,Hawaii,general,Biden,Joseph R. Biden Jr.,DEM,65.62
2020,Hawaii,general,Trump,Donald Trump,REP,33.33
2020,Hawaii,general,Biden,Joseph R. Biden Jr.,DEM,64.6
2020,Hawaii,general,Trump,Donald Trump,REP,33.77
2020,Georgia,general,Biden,Joseph R. Biden Jr.,DEM,49.08
2020,Georgia,general,Trump,Donald Trump,REP,48.43
2020,Georgia,general,Biden,Joseph R. Biden Jr.,DEM,51.72
2020,Georgia,general,Trump,Donald Trump,REP,44.8
2020,Florida,general,Biden,Joseph R. Biden Jr.,DEM,50.52
2020,Florida,general,Trump,Donald Trump,REP,47.19
2020,Florida,general,Biden,Joseph R. Biden Jr.,DEM,51.3
2020,Florida,general,Trump,Donald Trump,REP,45.59
2020,Delaware,general,Biden,Joseph R. Biden Jr.,DEM,61.24
2020,Delaware,general,Trump,Donald Trump,REP,37.16
2020,Delaware,general,Biden,Joseph R. Biden Jr.,DEM,60.97
2020,Delaware,general,Trump,Donald Trump,REP,37.34
2020,District of Columbia,general,Biden,Joseph R. Biden Jr.,DEM,86.34
2020,District of Columbia,general,Trump,Donald Trump,REP,12.04
2020,District of Columbia,general,Biden,Joseph R. Biden Jr.,DEM,84.38
2020,District of Columbia,general,Trump,Donald Trump,REP,13.61
2020,Connecticut,general,Biden,Joseph R. Biden Jr.,DEM,61.25
2020,Connecticut,general,Trump,Donald Trump,REP,37.07
2020,Connecticut,general,Biden,Joseph R. Biden Jr.,DEM,61.25
2020,Connecticut,general,Trump,Donald Trump,REP,36.04
2020,Colorado,general,Biden,Joseph R. Biden Jr.,DEM,56.97
2020,Colorado,general,Trump,Donald Trump,REP,41.45
2020,Colorado,general,Biden,Joseph R. Biden Jr.,DEM,56.8
2020,Colorado,general,Trump,Donald Trump,REP,41.0
2020,California,general,Biden,Joseph R. Biden Jr.,DEM,63.3
2020,California,general,Trump,Donald Trump,REP,34.78
2020,California,general,Biden,Joseph R. Biden Jr.,DEM,63.34
2020,California,general,Trump,Donald Trump,REP,33.9
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,50.97
2020,Arizona,general,Trump,Donald Trump,REP,47.45
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,51.77
2020,Arizona,general,Trump,Donald Trump,REP,46.0
2020,Arkansas,general,Biden,Joseph R. Biden Jr.,DEM,37.67
2020,Arkansas,general,Trump,Donald Trump,REP,61.58
2020,Arkansas,general,Biden,Joseph R. Biden Jr.,DEM,40.35
2020,Arkansas,general,Trump,Donald Trump,REP,58.7
2020,Alabama,general,Biden,Joseph R. Biden Jr.,DEM,39.02
2020,Alabama,general,Trump,Donald Trump,REP,58.71
2020,Alabama,general,Biden,Joseph R. Biden Jr.,DEM,42.24
2020,Alabama,general,Trump,Donald Trump,REP,54.78
2020,Alaska,general,Biden,Joseph R. Biden Jr.,DEM,44.72
2020,Alaska,general,Trump,Donald Trump,REP,53.49
2020,Alaska,general,Biden,Joseph R. Biden Jr.,DEM,43.39
2020,Alaska,general,Trump,Donald Trump,REP,53.7
2020,New York,general,Biden,Joseph R. Biden Jr.,DEM,61.0
2020,New York,general,Trump,Donald Trump,REP,29.0
2020,New York,general,Hawkins,Howie Hawkins,GRE,1.0
2020,New York,general,Jorgensen,Jo Jorgensen,LIB,0.0
2020,New York,general,Pierce,Brock Pierce,IND,2.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.21
2020,,general,Trump,Donald Trump,REP,44.79
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.85
2020,,general,Trump,Donald Trump,REP,45.94
2020,Georgia,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,Georgia,general,Trump,Donald Trump,REP,47.0
2020,Kansas,general,Biden,Joseph R. Biden Jr.,DEM,42.0
2020,Kansas,general,Trump,Donald Trump,REP,52.0
2020,Oregon,general,Biden,Joseph R. Biden Jr.,DEM,56.0
2020,Oregon,general,Trump,Donald Trump,REP,39.0
2020,North Dakota,general,Biden,Joseph R. Biden Jr.,DEM,37.0
2020,North Dakota,general,Trump,Donald Trump,REP,51.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,45.0
2020,,general,Trump,Donald Trump,REP,38.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,48.0
2020,,general,Trump,Donald Trump,REP,41.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,42.0
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,Arizona,general,Trump,Donald Trump,REP,45.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,Florida,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,Florida,general,Trump,Donald Trump,REP,44.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.75
2020,,general,Trump,Donald Trump,REP,42.25
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.58
2020,,general,Trump,Donald Trump,REP,41.64
2020,,general,Biden,Joseph R. Biden Jr.,DEM,50.94
2020,,general,Trump,Donald Trump,REP,41.68
2020,California,general,Biden,Joseph R. Biden Jr.,DEM,59.0
2020,California,general,Trump,Donald Trump,REP,32.0
2020,Michigan,general,Biden,Joseph R. Biden Jr.,DEM,48.7
2020,Michigan,general,Trump,Donald Trump,REP,47.1
2020,Michigan,general,Jorgensen,Jo Jorgensen,LIB,1.5
2020,Michigan,general,Hawkins,Howie Hawkins,GRE,0.4
2020,,general,Biden,Joseph R. Biden Jr.,DEM,53.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.0
2020,,general,Trump,Donald Trump,REP,43.0
2020,,general,Biden,Joseph R. Biden Jr.,DEM,52.27
2020,,general,Trump,Donald Trump,REP,44.75
2020,,general,Biden,Joseph R. Biden Jr.,DEM,51.89
2020,,general,Trump,Donald Trump,REP,45.91
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,47.0
2020,Arizona,general,Trump,Donald Trump,REP,46.0
2020,Arizona,general,Jorgensen,Jo Jorgensen,LIB,2.0
2020,Wisconsin,general,Biden,Joseph R. Biden Jr.,DEM,47.2
2020,Wisconsin,general,Trump,Donald Trump,REP,44.3
2020,Wisconsin,general,Jorgensen,Jo Jorgensen,LIB,3.2
2020,New Hampshire,general,Biden,Joseph R. Biden Jr.,DEM,53.0
2020,New Hampshire,general,Trump,Donald Trump,REP,44.0
2020,New Hampshire,general,Jorgensen,Jo Jorgensen,LIB,1.0
2020,New Hampshire,general,Biden,Joseph R. Biden Jr.,DEM,53.0
2020,New Hampshire,general,Trump,Donald Trump,REP,44.0
2020,New Hampshire,general,Jorgensen,Jo Jorgensen,LIB,1.0
2020,South Carolina,general,Biden,Joseph R. Biden Jr.,DEM,44.0
2020,South Carolina,general,Trump,Donald Trump,REP,49.0
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,50.0
2020,Arizona,general,Trump,Donald Trump,REP,46.0
2020,Arizona,general,Biden,Joseph R. Biden Jr.,DEM,49.0
2020,Arizona,general,Trump,Donald Trump,REP,45.0
2020,Arizona,general,Jorgensen,Jo Jorgensen,LIB,1.0
2020,Arizona,general,Hawkins,Howie Hawkins,GRE,0.0
2020,Iowa,general,Biden,Joseph R. Biden Jr.,DEM,45.0
2020,Iowa,general,Trump,Donald Trump,REP,50.0
