OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Pop20,HH20,MHI20,DAC20,Shape__Area,Shape__Length
232,06,065,045212,1,060650452121,Block Group 1,G5030,S,1478056,0,1595,645,52188,Y,2142739.79927441,5918.40386878578
233,06,065,050600,1,060650506001,Block Group 1,G5030,S,676292,0,1052,231,109018,N,976857.57112768,4188.26388097327
234,06,073,019503,3,060730195033,Block Group 3,G5030,S,449422,0,2142,631,65190,N,643606.91556156,3426.82082799146
235,06,065,050600,2,060650506002,Block Group 2,G5030,S,1940558,0,1552,446,120875,N,2803554.068733,9723.38424219637
236,06,071,004510,1,060710045101,Block Group 1,G5030,S,5287181,0,1861,265,76484,N,7746254.3779104,17662.0952537098
237,06,071,004505,2,060710045052,Block Group 2,G5030,S,570344,0,596,190,56000,Y,835309.11775059,5246.01043735438
238,06,071,007110,1,060710071101,Block Group 1,G5030,S,521467,0,1550,445,82743,N,761574.752385005,4578.61447590588
239,06,071,007110,3,060710071103,Block Group 3,G5030,S,1087023,0,2374,618,105221,N,1587687.96063004,5210.57043670061
240,06,071,007410,3,060710074103,Block Group 3,G5030,S,330021,0,543,172,0,Data Not Available,482892.91694636,2903.22608557987
241,06,073,019809,1,060730198091,Block Group 1,G5030,S,1293466,0,1855,526,132778,N,1851395.30561966,6637.64982065911
242,06,073,020029,1,060730200291,Block Group 1,G5030,S,1484765,0,1823,735,70063,N,2123645.15825723,7462.90627932516
243,06,073,020109,1,060730201091,Block Group 1,G5030,S,374340,0,1416,408,68281,N,535433.009459795,3423.80968310553
244,06,073,020109,2,060730201092,Block Group 2,G5030,S,379934,0,1446,332,95547,N,543471.63920599,3193.74194192488
245,06,073,020214,1,060730202141,Block Group 1,G5030,S,467417,0,2479,731,27750,Y,668296.443025825,3736.04283806575
246,06,037,104310,3,060371043103,Block Group 3,G5030,S,558399,0,1399,351,67454,N,819718.461214835,3963.02147499751
247,06,037,132002,2,060371320022,Block Group 2,G5030,S,809980,0,734,233,114135,N,1186774.80139068,4874.42732997969
248,06,037,132101,2,060371321012,Block Group 2,G5030,S,162121,0,1992,580,43387,Y,237531.8856192,2440.87514910386
249,06,037,134104,2,060371341042,Block Group 2,G5030,S,323977,0,1859,593,76678,N,474919.412927015,2925.87588733035
250,06,099,000501,1,060990005011,Block Group 1,G5030,S,5393760,157324,1241,382,113125,N,8892477.69205227,16442.6451999593
251,06,099,000503,1,060990005031,Block Group 1,G5030,S,308822,0,1831,730,58684,Y,494116.13691095,2948.42031175595
252,06,099,000503,2,060990005032,Block Group 2,G5030,S,677032,0,1406,487,101250,N,1083200.95402496,4243.29497594486
253,06,099,000503,3,060990005033,Block Group 3,G5030,S,1394970,0,1254,485,56023,Y,2231551.463384,9634.06870642376
254,06,099,000506,2,060990005062,Block Group 2,G5030,S,326471,0,1541,635,50726,Y,522256.25154699,3034.50293413921
255,06,099,000506,3,060990005063,Block Group 3,G5030,S,1618059,0,1068,375,56080,Y,2589158.65161208,7196.76871815953
256,06,099,000506,4,060990005064,Block Group 4,G5030,S,1588732,0,659,380,0,Data Not Available,2542243.53547414,7049.55703826384
257,06,061,020717,1,060610207171,Block Group 1,G5030,S,3935829,0,1246,567,109561,N,6480863.82838982,11221.7602667028
258,06,061,021403,5,060610214035,Block Group 5,G5030,S,537315,0,1592,528,80526,N,888278.252435945,3837.92636483859
259,06,061,021403,4,060610214034,Block Group 4,G5030,S,521496,0,988,368,90833,N,862004.73171753,3809.65518417065
260,06,061,021603,3,060610216033,Block Group 3,G5030,S,1217330,0,1049,466,96944,N,2016170.77997427,6039.74600526222
261,06,061,021403,1,060610214031,Block Group 1,G5030,S,269561,0,1088,358,0,Data Not Available,445520.910922015,3264.11077790123
262,06,071,000304,3,060710003043,Block Group 3,G5030,S,1000736,0,1987,496,63182,N,1461555.17776159,5614.93371158318
263,06,037,134424,1,060371344241,Block Group 1,G5030,S,2849378,0,1831,610,145833,N,4177244.45921936,9789.0720629852
264,06,037,134521,1,060371345211,Block Group 1,G5030,S,199932,0,1628,365,37422,Y,293036.892589,2504.89805565749
265,06,037,137103,1,060371371031,Block Group 1,G5030,S,344852,0,839,316,135946,N,505076.90662269,3287.04576396042
266,06,037,137103,2,060371371032,Block Group 2,G5030,S,107144,0,1465,724,63421,N,156912.51741164,1979.48286674209
267,06,037,139001,1,060371390011,Block Group 1,G5030,S,275109,0,1317,692,78571,N,402914.87026848,3488.91471095443
268,06,037,139401,1,060371394011,Block Group 1,G5030,S,512095,0,944,428,72826,N,749919.251010055,4195.91713231247
269,06,037,430803,5,060374308035,Block Group 5,G5030,S,288207,0,756,224,73895,N,421539.934238565,2951.11828384977
270,06,071,001803,1,060710018031,Block Group 1,G5030,S,961870,0,2998,1112,59231,Y,1404076.71623828,6788.59443320202
271,06,071,000903,1,060710009031,Block Group 1,G5030,S,514436,0,1021,508,51316,Y,752084.959164555,3541.00876318225
272,06,071,001400,2,060710014002,Block Group 2,G5030,S,717868,0,1994,786,48750,Y,1048696.19619991,4110.20901293245
273,06,071,003102,1,060710031021,Block Group 1,G5030,S,649893,0,2830,657,44842,Y,949763.40430005,3897.26644976879
274,06,071,004003,2,060710040032,Block Group 2,G5030,S,4138193,0,2163,524,62300,Y,6042704.70972565,11814.5948737085
275,06,071,002902,4,060710029024,Block Group 4,G5030,S,352338,0,972,286,64500,N,515179.67353768,3406.97031272713
276,06,037,431501,2,060374315012,Block Group 2,G5030,S,409135,0,1629,554,56382,Y,598169.62809696,3506.42838767711
277,06,037,431501,3,060374315013,Block Group 3,G5030,S,363704,0,1568,521,75331,N,531801.201085545,3860.07362685305
278,06,037,431502,2,060374315022,Block Group 2,G5030,S,791609,299243,1167,325,129625,N,1594943.95494235,7708.47492919843
279,06,037,433304,1,060374333041,Block Group 1,G5030,S,230456,0,1883,504,47949,Y,336729.516604765,2701.13524238753
280,06,037,433304,2,060374333042,Block Group 2,G5030,S,559202,0,2808,628,40909,Y,817008.123922845,3827.86564029715
281,06,037,433305,1,060374333051,Block Group 1,G5030,S,317440,0,2755,683,37321,Y,463770.068601285,3326.68661777503
282,06,037,433305,2,060374333052,Block Group 2,G5030,S,194472,0,1862,636,45000,Y,284152.910590775,2213.2677949191
283,06,037,433306,2,060374333062,Block Group 2,G5030,S,134239,0,1327,307,57303,Y,196116.59342623,2104.92791469478
284,06,037,302401,1,060373024011,Block Group 1,G5030,S,171897,0,1492,460,96471,N,251529.95584864,2227.52179419803
285,06,037,302401,2,060373024012,Block Group 2,G5030,S,184191,0,1707,630,45208,Y,269515.975074955,2457.74114719947
286,06,037,302503,3,060373025033,Block Group 3,G5030,S,106981,0,1323,442,0,Data Not Available,156549.5921469,1896.37454307246
287,06,037,302504,2,060373025042,Block Group 2,G5030,S,125883,0,1027,364,36545,Y,184198.93019761,2051.56016568207
288,06,037,302504,3,060373025043,Block Group 3,G5030,S,74863,0,709,270,42917,Y,109544.820085665,1535.75715571451
289,06,037,302505,1,060373025051,Block Group 1,G5030,S,294166,0,2138,794,26481,Y,430384.035345055,3720.02853069631
290,06,071,003401,4,060710034014,Block Group 4,G5030,S,647457,0,1707,498,62083,Y,946526.88340379,3890.68975580308
291,06,071,003405,2,060710034052,Block Group 2,G5030,S,285614,0,1359,437,70188,N,417597.652687055,3160.553431769
292,06,071,003609,1,060710036091,Block Group 1,G5030,S,1216698,0,1424,246,72955,N,1777762.84115096,5344.96001934594
293,06,071,004509,2,060710045092,Block Group 2,G5030,S,772368,0,1582,410,78333,N,1131242.97451865,4975.40363761841
294,06,071,004507,2,060710045072,Block Group 2,G5030,S,663478,0,2529,695,52534,Y,971617.83259321,4754.90472607982
295,06,071,004800,1,060710048001,Block Group 1,G5030,S,498922,0,1500,380,37500,Y,729657.834955325,3460.52329373374
296,06,037,302505,2,060373025052,Block Group 2,G5030,S,66515,0,506,181,56750,Y,97324.57952464,1668.6212028756
297,06,037,302506,1,060373025061,Block Group 1,G5030,S,75441,0,548,214,0,Data Not Available,110380.243764235,1662.97729269268
298,06,037,302506,3,060373025063,Block Group 3,G5030,S,123660,0,1471,546,58457,Y,180938.425079255,2287.57413720296
299,06,037,310100,4,060373101004,Block Group 4,G5030,S,2989534,18657,1000,423,102330,N,4408132.72604323,9152.12545440889
300,06,037,310201,4,060373102014,Block Group 4,G5030,S,165282,0,2396,868,75876,N,242150.86614935,1998.15880648637
301,06,037,183402,2,060371834022,Block Group 2,G5030,S,269173,0,1608,659,63313,N,393804.852284725,2684.26166796518
302,06,037,190202,2,060371902022,Block Group 2,G5030,S,52628,0,1436,959,46847,Y,76953.675667985,1213.85970861117
303,06,037,192001,2,060371920012,Block Group 2,G5030,S,407844,0,1409,628,84063,N,596073.75991672,3351.17982352614
304,06,071,007407,1,060710074071,Block Group 1,G5030,S,295534,0,833,243,30066,Y,432429.82622378,3103.35045200828
305,06,071,007903,1,060710079031,Block Group 1,G5030,S,840228,0,1708,622,99821,N,1228979.95997672,5115.75679857742
306,06,071,009910,2,060710099102,Block Group 2,G5030,S,3082325,0,2778,703,54975,Y,4548760.15919175,8659.18878387513
307,06,071,009400,2,060710094002,Block Group 2,G5030,S,365220,0,472,188,12254,Y,544168.65199018,3097.76825327157
308,06,071,010010,4,060710100104,Block Group 4,G5030,S,3925476,0,1982,501,0,Data Not Available,5787644.60687684,9802.83754361017
309,06,037,195201,2,060371952012,Block Group 2,G5030,S,253802,0,1143,553,99646,N,371150.638255575,3161.96440557451
310,06,037,195202,1,060371952021,Block Group 1,G5030,S,246940,0,765,332,121500,N,361088.92168856,3931.57643332718
311,06,037,195400,4,060371954004,Block Group 4,G5030,S,264088,0,1232,676,116184,N,386002.507984205,3981.25165565172
312,06,037,195500,4,060371955004,Block Group 4,G5030,S,235669,0,640,283,98750,N,344506.274492915,2496.50828045856
313,06,037,214501,1,060372145011,Block Group 1,G5030,S,90082,0,551,241,111528,N,131604.56110662,2551.15453488645
314,06,037,241001,3,060372410013,Block Group 3,G5030,S,403882,2395,1723,435,76164,N,591637.32348118,3437.12228037756
315,06,037,241002,2,060372410022,Block Group 2,G5030,S,258708,0,996,248,54250,Y,376706.420959335,3232.88817562963
316,06,037,241120,2,060372411202,Block Group 2,G5030,S,220884,0,1184,271,43523,Y,321741.51247832,2293.8404077933
317,06,037,241202,4,060372412024,Block Group 4,G5030,S,285034,0,821,255,0,Data Not Available,415083.505080295,3174.63981353696
318,06,037,262604,3,060372626043,Block Group 3,G5030,S,1626394,335774,995,563,0,Data Not Available,2865053.19040367,8893.86149240673
319,06,037,265201,1,060372652011,Block Group 1,G5030,S,265142,0,1367,558,125075,N,387353.705149425,3620.34164257028
320,06,071,000824,2,060710008242,Block Group 2,G5030,S,713916,0,2270,687,56575,Y,1043911.58066624,5247.12868061827
321,06,071,000403,3,060710004033,Block Group 3,G5030,S,2124589,0,1781,518,89063,N,3101964.13383811,8707.91879892727
322,06,071,000804,2,060710008042,Block Group 2,G5030,S,3112878,417287,1447,571,86654,N,5168066.52533978,12185.5516280575
323,06,071,000815,2,060710008152,Block Group 2,G5030,S,817602,0,1456,523,114087,N,1196163.44218382,4822.92292604368
324,06,071,000816,2,060710008162,Block Group 2,G5030,S,1133370,0,2033,600,134032,N,1658268.15368622,5823.6130609219
325,06,037,269000,4,060372690004,Block Group 4,G5030,S,941804,0,1516,800,180134,N,1375373.2400636,6403.49069610013
326,06,037,269602,2,060372696022,Block Group 2,G5030,S,135559,0,983,301,63831,N,197936.321874365,2766.59089189812
327,06,037,269800,2,060372698002,Block Group 2,G5030,S,200315,0,1901,987,87601,N,292399.769421915,2904.66516045392
328,06,037,271200,2,060372712002,Block Group 2,G5030,S,276010,0,950,433,75469,N,402884.6770771,3807.81097578669
329,06,037,920115,2,060379201152,Block Group 2,G5030,S,354931,0,1097,439,97540,N,522991.85690542,2873.71477516873
330,06,037,137000,1,060371370001,Block Group 1,G5030,S,1169623,4374,1886,737,87344,N,1719174.67531261,5803.27105234107
331,06,037,980010,1,060379800101,Block Group 1,G5030,S,3757606,76091,119,60,31875,Y,5602460.19375349,13484.4501634462
332,06,071,002705,2,060710027052,Block Group 2,G5030,S,894382,0,1379,301,108472,N,1309128.05065997,6316.75042651562
333,06,071,002706,2,060710027062,Block Group 2,G5030,S,847335,0,1838,427,114875,N,1239999.64209814,4729.82177638774
334,06,071,002706,3,060710027063,Block Group 3,G5030,S,915004,0,2991,609,86226,N,1339166.65986526,6878.40226786566
335,06,071,003302,2,060710033022,Block Group 2,G5030,S,395992,0,1148,392,67143,N,578635.64936887,3398.37933345893
336,06,071,003509,1,060710035091,Block Group 1,G5030,S,1295634,0,2508,680,41071,Y,1894263.54127534,5835.89234616565
337,06,071,011203,2,060710112032,Block Group 2,G5030,S,1869542,2141,718,212,51774,Y,2745546.11604505,9109.48100215897
338,06,037,980013,1,060379800131,Block Group 1,G5030,S,5308102,0,0,0,0,Data Not Available,7727572.92927531,12616.39825317
339,06,037,533002,2,060375330022,Block Group 2,G5030,S,160170,0,1267,279,39837,Y,233507.188105425,2300.00894541321
340,06,037,535002,2,060375350022,Block Group 2,G5030,S,90641,0,767,182,31466,Y,132131.2267863,1563.26050885603
341,06,037,536103,1,060375361031,Block Group 1,G5030,S,170017,0,440,154,40278,Y,247686.424831525,3210.07921234051
342,06,037,536103,2,060375361032,Block Group 2,G5030,S,750371,0,2544,774,58095,Y,1093092.95913836,5651.72848305395
343,06,037,536103,3,060375361033,Block Group 3,G5030,S,259928,0,2294,524,87548,N,378584.340820765,2853.55708918073
344,06,037,536104,3,060375361043,Block Group 3,G5030,S,371257,0,1740,393,83646,N,540735.62857912,4007.95466578421
345,06,037,603005,3,060376030053,Block Group 3,G5030,S,194029,0,1865,565,54916,Y,282341.00810864,2134.43956317514
346,06,037,603006,1,060376030061,Block Group 1,G5030,S,507280,0,1238,529,62375,Y,738051.264120125,4280.07713221124
347,06,037,603006,2,060376030062,Block Group 2,G5030,S,180254,0,442,253,76424,N,262269.32293723,2096.37001527917
348,06,037,603801,1,060376038011,Block Group 1,G5030,S,356346,0,2219,868,57813,Y,518577.340960495,3022.53659161967
349,06,037,603801,2,060376038012,Block Group 2,G5030,S,149898,0,1682,438,80417,N,218116.556408205,2382.10501459639
350,06,071,011404,1,060710114041,Block Group 1,G5030,S,4913333,9172,1561,515,64375,N,7222293.47694281,14351.1748756884
351,06,071,012001,1,060710120011,Block Group 1,G5030,S,4608749,0,1981,623,78052,N,6862858.23897482,12565.3137893603
352,06,071,012001,3,060710120013,Block Group 3,G5030,S,677814,0,1668,474,60769,Y,1009457.87062446,5802.90774466096
353,06,071,012002,1,060710120021,Block Group 1,G5030,S,7576508,112301,75,11,0,Data Not Available,11449668.9381673,16753.1964488037
354,06,037,603802,1,060376038021,Block Group 1,G5030,S,311148,0,3252,822,90278,N,452722.220938255,2878.79094366225
355,06,037,603802,2,060376038022,Block Group 2,G5030,S,319670,0,820,317,63558,N,465083.297116205,2893.94806972877
356,06,037,604001,1,060376040011,Block Group 1,G5030,S,323066,0,2245,465,58199,Y,469985.72635322,3018.64804593994
357,06,073,013409,1,060730134091,Block Group 1,G5030,S,568107,0,1439,425,91181,N,803286.70732547,3724.1816607615
358,06,073,013414,2,060730134142,Block Group 2,G5030,S,751386,0,1671,415,116788,N,1062478.18151643,4500.21000591719
359,06,073,013414,4,060730134144,Block Group 4,G5030,S,1041146,0,1936,674,106029,N,1471994.71079225,5246.27143104347
360,06,037,533703,1,060375337031,Block Group 1,G5030,S,227776,0,2247,439,44837,Y,332124.16834485,3165.69348463274
361,06,037,533703,2,060375337032,Block Group 2,G5030,S,335544,0,2997,552,72432,N,489247.28327926,2950.98593454766
362,06,037,533803,2,060375338032,Block Group 2,G5030,S,221324,0,1381,326,59028,Y,322635.386480455,2701.45092987244
363,06,037,533803,3,060375338033,Block Group 3,G5030,S,118272,0,1257,306,31167,Y,172418.35091892,1673.38219897292
364,06,037,533803,4,060375338034,Block Group 4,G5030,S,236215,0,2194,569,37266,Y,344318.1845172,3250.66174348617
365,06,037,533804,1,060375338041,Block Group 1,G5030,S,177395,0,993,254,47750,Y,258629.20999316,2052.45676716375
366,06,037,533804,2,060375338042,Block Group 2,G5030,S,155747,0,1340,369,27463,Y,227048.746690275,1950.75450735121
367,06,037,533901,1,060375339011,Block Group 1,G5030,S,269444,0,1006,281,34803,Y,392800.78222824,3703.15290851137
368,06,037,533901,3,060375339013,Block Group 3,G5030,S,172638,0,972,252,51563,Y,251652.52477129,2076.55656023547
369,06,099,000601,1,060990006011,Block Group 1,G5030,S,5077187,0,1252,354,0,Data Not Available,8117521.90074985,11835.7448420347
370,06,099,000601,2,060990006012,Block Group 2,G5030,S,1948444,0,2099,633,80517,N,3114076.59752287,8141.64215637674
371,06,099,000601,3,060990006013,Block Group 3,G5030,S,1928899,0,1169,389,107824,N,3082217.90484028,8115.72339838407
372,06,099,000602,1,060990006021,Block Group 1,G5030,S,2081467,0,1244,355,93186,N,3326888.18980181,8516.15766184494
373,06,099,000602,2,060990006022,Block Group 2,G5030,S,1834508,0,1905,554,87391,N,2931385.27303355,8251.04447061808
374,06,085,503330,1,060855033301,Block Group 1,G5030,S,792547,0,2194,588,250001,N,1255040.62579075,4876.93084119124
375,06,085,503330,2,060855033302,Block Group 2,G5030,S,302629,0,1543,422,249868,N,479228.476182875,4432.61470848205
376,06,085,503710,1,060855037101,Block Group 1,G5030,S,258358,0,1596,473,41063,Y,409594.69465714,2611.80005033717
377,06,085,503710,2,060855037102,Block Group 2,G5030,S,342910,0,1859,584,53750,Y,543688.822410685,3240.83718628387
378,06,073,013421,1,060730134211,Block Group 1,G5030,S,440146,0,792,190,123269,N,622593.29178033,3615.23998363985
379,06,097,152701,2,060971527012,Block Group 2,G5030,S,344758,0,539,185,81473,N,563912.835460185,4823.83077382789
380,06,097,152905,1,060971529051,Block Group 1,G5030,S,388484,0,977,433,60417,Y,634732.89161608,3518.79094041222
381,06,097,153103,1,060971531031,Block Group 1,G5030,S,780750,0,2332,663,93233,N,1273848.72791738,5289.97189671012
382,06,099,000801,1,060990008011,Block Group 1,G5030,S,650241,0,1843,724,0,Data Not Available,1040040.65749444,4122.19097816225
383,06,099,000801,3,060990008013,Block Group 3,G5030,S,661106,0,760,289,0,Data Not Available,1057257.17740025,5429.78244484753
384,06,099,000801,4,060990008014,Block Group 4,G5030,S,605872,0,1174,479,61375,Y,968769.272153825,4488.70625805446
385,06,099,000801,5,060990008015,Block Group 5,G5030,S,778157,0,1168,470,66250,N,1244276.70169691,4491.79586465607
386,06,099,000803,1,060990008031,Block Group 1,G5030,S,839549,0,1688,403,72464,N,1342355.67999878,5587.05586623933
387,06,037,535200,1,060375352001,Block Group 1,G5030,S,258387,0,2290,424,52083,Y,376503.123526775,3745.52908248428
388,06,037,535200,2,060375352002,Block Group 2,G5030,S,259815,0,2330,456,59244,Y,378558.158979595,3249.12141948962
389,06,037,535200,3,060375352003,Block Group 3,G5030,S,347274,0,1620,317,57802,Y,505923.862963945,3165.12819482099
